Documents	Fatality_Category	Fatcat_Index
Worker at an asphalt manufacturing facility was injure when his head was caught in a tank door.	crushed by machinery/moving objects	3180
Worker for a logging company was injure when a tree fell on him.	falling or propelled object	3182
Worker at a vineyard was hit by tractor that rolled over during a spraying operation.	powered vehicle	3183
Utility worker installing telecommunications lines from inside a steel bucket was shocked when the bucket truck contacted a 7200volt power line.	electrical hazard	3184
Warehouse worker stranded on a platform 35 feet high after his forklift malfunctioned injured when he fell from another forklift used to rescue him.	crushed by forklift or similar	3185
Worker performing roofing activities injured after collapsing on the roof.	fall from height	3186
Worker injured after being ejected from a 40foot high aerial lift basket.	crane/boom or similar	3187
Railroad worker who opened up the door to a railcar containing rolls of paper was hit when the paper rolls fell on him.	falling or propelled object	3188
Worker painting a fence was hit and injure by a moving vehicle.	powered vehicle	3189
Worker was working alone replacing gutters louver and other work prior to painting. The worker fell from a step ladder onto flat roof. The worker did not seek any medical attention at the time. The worker was found unresponsive that same night.	various	319
Worker delivering medications at a mental health facility was attacked and mild stabbed by a patient.	violence, often during robbery	3190
Worker performing asbestos removal was shocked .	electrical hazard	3191
Worker testing energy components for use in hybrid vehicles was injure when an explosion occurred.	fire/explosion	3192
Road construction worker was hit and injure by a motorist.	powered vehicle	3194
Worker filling a chlorine tank injured from exposure to the chemical.	chemical exposure	3196
Worker performing tree trimming operations injured after falling 60 feet.	fall from height	3197
Worker making repairs to an irrigation system was shocked .	electrical hazard	3198
Worker at a correctional facility was injure during a prison riot.	violence, often during robbery	3199
Worker was shocked .	electrical hazard	32
The worker was cutting the limbs of a felled tree. A tree being cut hit the worker.	falling or propelled object	320
Worker in a manufacturing facility was injure when he fell 12 feet from a skid loader machine.	powered vehicle	3200
Worker lowering a tall light mast used to illuminate large areas was shocked when the light fixture touched a power line.	electrical hazard	3201
Worker was hit by a truck backing into the dock area.	powered vehicle	3202
Worker performing roof repairs at a residential site injured after falling off the roof.	fall from height	3203
Worker operating a lathe machine at a tool and machine company injured after a piece of flying glass cut his neck.	crushed by machinery/moving objects	3204
Worker was shocked while repairing a damaged transmission line.	electrical hazard	3205
Worker installing electrical conduits in a building under construction was hit on the head and injure by a 28foot steel beam.	falling or propelled object	3206
Worker cutting down trees injured when a tree fell on him.	falling or propelled object	3207
Worker at a paper mill was injure when an air compressor inside the building exploded causing a fire.	fire/explosion	3208
Worker riding on the back of a trash truck was injure when he fell off and was run over by the truck.	powered vehicle	3209
Worker was working from a mechanical mezzanine and fell 14feet through a hole in the floor to the lower level.	fall from height	321
Worker making repairs to a residential roof injured after falling off roof.	fall from height	3210
Worker on a construction site was hit when a bobcat construction machine rolled over his torso.	powered vehicle	3211
Worker was performing electrical work and fell from a ladder.	fall from height	3212
Worker on a grain bin roof removing a metal sheet was injure after being hit by a crane and falling 35 feet.	chemical exposure	3213
Worker using powered industrial truck to remove paper rolls was injure when the truck tipped over hit the worker.	powered vehicle	3214
